system:index,COAST,DIST_MAIN,DIST_SINK,ENDO,HYBAS_ID,MAIN_BAS,NEXT_DOWN,NEXT_SINK,ORDER_,PFAF_ID,SORT,SUB_AREA,UP_AREA,aet_mm_s01,aet_mm_s02,aet_mm_s03,aet_mm_s04,aet_mm_s05,aet_mm_s06,aet_mm_s07,aet_mm_s08,aet_mm_s09,aet_mm_s10,aet_mm_s11,aet_mm_s12,aet_mm_syr,aet_mm_uyr,ari_ix_sav,ari_ix_uav,cls_cl_smj,cly_pc_sav,cly_pc_uav,clz_cl_smj,cmi_ix_s01,cmi_ix_s02,cmi_ix_s03,cmi_ix_s04,cmi_ix_s05,cmi_ix_s06,cmi_ix_s07,cmi_ix_s08,cmi_ix_s09,cmi_ix_s10,cmi_ix_s11,cmi_ix_s12,cmi_ix_syr,cmi_ix_uyr,crp_pc_sse,crp_pc_use,dis_m3_pmn,dis_m3_pmx,dis_m3_pyr,dor_pc_pva,ele_mt_sav,ele_mt_smn,ele_mt_smx,ele_mt_uav,ero_kh_sav,ero_kh_uav,fec_cl_smj,fmh_cl_smj,for_pc_sse,for_pc_use,gad_id_smj,gdp_ud_sav,gdp_ud_ssu,gdp_ud_usu,gla_pc_sse,gla_pc_use,glc_cl_smj,glc_pc_s01,glc_pc_s02,glc_pc_s03,glc_pc_s04,glc_pc_s05,glc_pc_s06,glc_pc_s07,glc_pc_s08,glc_pc_s09,glc_pc_s10,glc_pc_s11,glc_pc_s12,glc_pc_s13,glc_pc_s14,glc_pc_s15,glc_pc_s16,glc_pc_s17,glc_pc_s18,glc_pc_s19,glc_pc_s20,glc_pc_s21,glc_pc_s22,glc_pc_u01,glc_pc_u02,glc_pc_u03,glc_pc_u04,glc_pc_u05,glc_pc_u06,glc_pc_u07,glc_pc_u08,glc_pc_u09,glc_pc_u10,glc_pc_u11,glc_pc_u12,glc_pc_u13,glc_pc_u14,glc_pc_u15,glc_pc_u16,glc_pc_u17,glc_pc_u18,glc_pc_u19,glc_pc_u20,glc_pc_u21,glc_pc_u22,gwt_cm_sav,hdi_ix_sav,hft_ix_s09,hft_ix_s93,hft_ix_u09,hft_ix_u93,inu_pc_slt,inu_pc_smn,inu_pc_smx,inu_pc_ult,inu_pc_umn,inu_pc_umx,ire_pc_sse,ire_pc_use,kar_pc_sse,kar_pc_use,latitude,lit_cl_smj,lka_pc_sse,lka_pc_use,lkv_mc_usu,longitude,nli_ix_sav,nli_ix_uav,pac_pc_sse,pac_pc_use,pet_mm_s01,pet_mm_s02,pet_mm_s03,pet_mm_s04,pet_mm_s05,pet_mm_s06,pet_mm_s07,pet_mm_s08,pet_mm_s09,pet_mm_s10,pet_mm_s11,pet_mm_s12,pet_mm_syr,pet_mm_uyr,pnv_cl_smj,pnv_pc_s01,pnv_pc_s02,pnv_pc_s03,pnv_pc_s04,pnv_pc_s05,pnv_pc_s06,pnv_pc_s07,pnv_pc_s08,pnv_pc_s09,pnv_pc_s10,pnv_pc_s11,pnv_pc_s12,pnv_pc_s13,pnv_pc_s14,pnv_pc_s15,pnv_pc_u01,pnv_pc_u02,pnv_pc_u03,pnv_pc_u04,pnv_pc_u05,pnv_pc_u06,pnv_pc_u07,pnv_pc_u08,pnv_pc_u09,pnv_pc_u10,pnv_pc_u11,pnv_pc_u12,pnv_pc_u13,pnv_pc_u14,pnv_pc_u15,pop_ct_ssu,pop_ct_usu,ppd_pk_sav,ppd_pk_uav,pre_mm_s01,pre_mm_s02,pre_mm_s03,pre_mm_s04,pre_mm_s05,pre_mm_s06,pre_mm_s07,pre_mm_s08,pre_mm_s09,pre_mm_s10,pre_mm_s11,pre_mm_s12,pre_mm_syr,pre_mm_uyr,prm_pc_sse,prm_pc_use,pst_pc_sse,pst_pc_use,rdd_mk_sav,rdd_mk_uav,rev_mc_usu,ria_ha_ssu,ria_ha_usu,riv_tc_ssu,riv_tc_usu,run_mm_syr,sgr_dk_sav,slp_dg_sav,slp_dg_uav,slt_pc_sav,slt_pc_uav,snd_pc_sav,snd_pc_uav,snw_pc_s01,snw_pc_s02,snw_pc_s03,snw_pc_s04,snw_pc_s05,snw_pc_s06,snw_pc_s07,snw_pc_s08,snw_pc_s09,snw_pc_s10,snw_pc_s11,snw_pc_s12,snw_pc_smx,snw_pc_syr,snw_pc_uyr,soc_th_sav,soc_th_uav,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,swc_pc_s09,swc_pc_s10,swc_pc_s11,swc_pc_s12,swc_pc_syr,swc_pc_uyr,tbi_cl_smj,tec_cl_smj,tmp_dc_s01,tmp_dc_s02,tmp_dc_s03,tmp_dc_s04,tmp_dc_s05,tmp_dc_s06,tmp_dc_s07,tmp_dc_s08,tmp_dc_s09,tmp_dc_s10,tmp_dc_s11,tmp_dc_s12,tmp_dc_smn,tmp_dc_smx,tmp_dc_syr,tmp_dc_uyr,urb_pc_sse,urb_pc_use,wet_cl_smj,wet_pc_s01,wet_pc_s02,wet_pc_s03,wet_pc_s04,wet_pc_s05,wet_pc_s06,wet_pc_s07,wet_pc_s08,wet_pc_s09,wet_pc_sg1,wet_pc_sg2,wet_pc_u01,wet_pc_u02,wet_pc_u03,wet_pc_u04,wet_pc_u05,wet_pc_u06,wet_pc_u07,wet_pc_u08,wet_pc_u09,wet_pc_ug1,wet_pc_ug2,.geo,cluster_label
00140000000000002b90,0,1111.2,1111.2,0,4121126640,4120027940,4121588150,4120027940,4,453649820000,556476,173.4,173.6,64,47,40,41,55,87,96,99,110,117,100,81,937,937,160,160,106,26,26,13,-99,-98,-94,-54,-21,68,89,81,38,34,-60,-92,36,36,17,17,0.248,30.199,6.711,0,751,600,1064,751,1818,1818,715,8,98,98,105,6636,35827944,35827940,0,0,2,36,62,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,36,62,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,366,704,101,90,101,90,36,0,28,36,0,28,0,0,0,0,13.557996431768908,8,0,0,0,75.4275730489376,258,300,88,88,128,135,170,164,155,112,96,99,110,117,113,117,1516,1516,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.455,19.455,111.818,111.82,1,2,10,75,121,361,912,524,180,177,45,9,2418,2418,0,0,28,28,436,436,0,72.567,72.567,457.51,457.51,1247,64,70,70,32,32,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,52,36,25,24,34,68,98,100,100,100,91,71,67,67,1,254,219,234,255,265,259,233,219,222,226,232,223,214,214,265,233,233,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[75.41666464667756,13.70416862102967],[75.41666464667756,13.699999361857707],[75.41424330415423,13.699647114285359],[75.40452250990636,13.689953023437106],[75.40416574226387,13.683331246591877],[75.40473210605802,13.676954728896499],[75.40776423717944,13.673044138577124],[75.4089013818411,13.651957006777119],[75.41306618565545,13.646579315252653],[75.41193351833682,13.631124125305158],[75.40473210605802,13.623044182765286],[75.40355935983816,13.592579608948792],[75.39644710154222,13.590755900380623],[75.3952653981417,13.5644561070647],[75.39223319472299,13.560545422361193],[75.39110063839004,13.556122004494732],[75.38693131753392,13.55074884177944],[75.38806844065472,13.489454027897622],[75.39223319472299,13.484080788930452],[75.39110063839004,13.481124449112173],[75.38806844065472,13.477209283358338],[75.38750210353454,13.47500209346618],[75.38806844065472,13.443623368105495],[75.39110063839004,13.439708261657008],[75.39257656172163,13.433956033120504],[75.40416574226387,13.43333176939258],[75.40772857900173,13.434245855391698],[75.4089013818411,13.468875234272955],[75.41193351833682,13.472790312890814],[75.41306618565545,13.477209298719215],[75.41816290573664,13.483318270314607],[75.42279140981626,13.47973315165222],[75.42721038514007,13.478600553477103],[75.43112102589909,13.475568330032495],[75.43554446926161,13.474431299915851],[75.4436243663924,13.467234288613902],[75.459079629179,13.466097239356627],[75.46445728416089,13.470266497973428],[75.46887628034436,13.471399105088869],[75.47403101872301,13.47539450913708],[75.4755693261869,13.481378604968247],[75.47860154196097,13.485289178875101],[75.47973415190461,13.488245605265824],[75.4755693261869,13.493623284838124],[75.47499860680597,13.512498664985698],[75.47149371461923,13.513399415562976],[75.4702675340824,13.527209182123112],[75.46713719501803,13.531249185122537],[75.4702675340824,13.5352891051764],[75.47140011815478,13.538245493390576],[75.46723532743329,13.543623154680047],[75.46609826746592,13.556376211458353],[75.46306606541661,13.560291305952216],[75.46193341840939,13.564710279658614],[75.45890122110451,13.568620869641672],[75.45776418688637,13.59387721213998],[75.45473199429276,13.597787848267918],[75.45359937332196,13.602211256895073],[75.45056718558413,13.606121947029779],[75.45000090492319,13.616667665626862],[75.4496486008236,13.652425272833105],[75.44618836709134,13.655907831425024],[75.44547938406248,13.66908886353287],[75.44201905444311,13.672575941976598],[75.44131458584499,13.685756993871752],[75.43785424940303,13.689244033425638],[75.43714531603133,13.694091113746493],[75.43162042904547,13.699642627900662],[75.42257739297851,13.70035162182485],[75.4190903962286,13.703811956332112],[75.41666464667756,13.70416862102967]]]}",0
00140000000000002ba2,0,1121.1,1121.1,0,4121588720,4120027940,4121588500,4120027940,2,453649930330,556494,156.1,1800.3,63,47,40,38,50,66,99,103,111,118,100,81,916,929,105,183,108,26,29,18,-99,-99,-96,-61,-33,48,82,64,9,26,-62,-92,3,36,11,22,0.0,260.427,40.524,0,754,661,1379,936,1394,1989,714,10,64,96,105,6636,184354304,1268123776,0,0,2,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,29,0,0,43,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,260,704,128,109,101,95,62,17,57,54,4,44,3,1,0,0,13.57746379010458,8,159,16,32,75.57778273295183,209,300,93,31,130,138,175,169,159,116,99,103,113,119,114,118,1551,1456,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.982,275.126,135.542,153.919,1,2,8,65,106,226,578,302,126,162,43,9,1627,2614,0,0,31,13,233,312,0,102.221,917.667,1659.044,9859.003,857,42,59,92,30,31,44,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,51,35,24,22,30,53,85,100,98,98,90,70,63,68,1,253,219,236,258,269,262,236,222,224,229,234,224,213,213,269,236,223,2,1,2,0,23,0,0,0,0,0,0,0,23,0,0,2,0,0,0,0,0,0,0,2,0,"{""type"":""Polygon"",""coordinates"":[[[75.61666871557371,13.62083251919314],[75.61424298663718,13.620480249437902],[75.61075594768472,13.617019968092112],[75.58162020386757,13.616315472293643],[75.57742412503443,13.62048024220858],[75.56249955294513,13.620832515485342],[75.56028781770065,13.620266219912265],[75.55221236702852,13.613069236450617],[75.53675270594125,13.61193213021057],[75.53124127011067,13.616203978325476],[75.52304543882951,13.608899976969145],[75.51028791704992,13.607767363939166],[75.50637729668625,13.604735159180393],[75.49362430256696,13.603598111182142],[75.48451878549088,13.59548695086096],[75.48276637220215,13.59092089475503],[75.4869311753931,13.585543219352088],[75.48806825493908,13.572790145538583],[75.49110039515347,13.568875053676964],[75.4922687263403,13.53425010938036],[75.4958315201413,13.533331581358816],[75.49804323744804,13.533902300410682],[75.50739399498204,13.542231962789119],[75.51054206338955,13.541099336192438],[75.51458204334043,13.537968993449846],[75.52008458913909,13.54223189899184],[75.5313749891769,13.54109930104933],[75.54073022696272,13.532765224952536],[75.54387830029125,13.533902292245436],[75.54886360505623,13.537763935453157],[75.5500006557123,13.533331524972441],[75.55416544340675,13.533331547704458],[75.55501720228439,13.530018483812363],[75.55833473328617,13.529166800060512],[75.55924882903822,13.53272954809787],[75.59387823037376,13.533902319539267],[75.59778884975097,13.53693452386288],[75.60000055547691,13.537500790001284],[75.60035729914502,13.539957752121373],[75.605908872141,13.545478147335057],[75.61075594768472,13.546187155268317],[75.61424298663718,13.549647379502264],[75.62325928161793,13.550351961425694],[75.62674184999562,13.553812221227618],[75.63575808605458,13.554521220150171],[75.63924071218152,13.557981435655092],[75.65242626135584,13.558686033886568],[75.6559087563605,13.562146265822712],[75.67325917977386,13.562855289696655],[75.67708504021263,13.566649981190341],[75.68091097748848,13.562855261255539],[75.68750148268605,13.562498505921287],[75.68693078426276,13.581378380105626],[75.68389858952709,13.585288996602594],[75.68262322576072,13.594947427509428],[75.67916746534341,13.59583479019219],[75.67257693720785,13.59618708318367],[75.66458622374688,13.60415097069569],[75.66075586248216,13.600351841341409],[75.65661779806346,13.599647306468002],[75.64374878078802,13.612485051607074],[75.63992293316336,13.60868591856988],[75.63578489970703,13.607981402133424],[75.62742404046664,13.616315424253113],[75.6225769829572,13.617019979283885],[75.61908996454133,13.620480259676354],[75.61666871557371,13.62083251919314]]]}",0
00140000000000002bbc,0,1132.9,1132.9,0,4121128380,4120027940,4121588720,4120027940,2,453649950000,556520,231.7,1230.9,64,48,42,43,58,89,94,98,108,116,99,81,941,938,160,214,106,27,30,13,-100,-98,-93,-50,-16,69,89,80,37,37,-54,-91,36,49,19,23,0.0,205.666,28.741,0,824,663,1308,925,939,2021,715,8,100,98,105,6636,54584076,1069340224,0,0,2,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,55,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,342,704,88,81,99,93,84,6,79,43,3,34,1,0,0,0,13.44927912186873,8,1,2,32,75.49932924742915,158,400,47,22,126,133,169,162,153,111,94,98,108,116,110,114,1494,1436,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.261,176.984,134.834,143.747,1,3,12,81,128,366,879,493,175,185,51,10,2383,3032,0,0,15,9,354,312,0,171.922,690.726,2634.727,7524.696,1138,103,77,93,33,33,40,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,53,37,26,25,36,70,98,100,100,100,91,73,68,69,1,254,216,231,251,260,254,228,214,217,221,228,219,210,210,260,229,222,0,1,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[75.40416574226387,13.43333176939258],[75.40451806365476,13.430910450414096],[75.40868734533412,13.426714437756011],[75.4079782749922,13.410077582043442],[75.40417916997451,13.406251659201645],[75.4079782749922,13.402425722943132],[75.40868734533412,13.397574220659276],[75.41214755025055,13.39409163410061],[75.41285206612183,13.38924017295255],[75.4163123535773,13.385757608784568],[75.41702138484077,13.37671006100989],[75.42291633433621,13.370846416356697],[75.42674217549283,13.374645548889328],[75.4291679409565,13.374997826023709],[75.42990367378883,13.38253364232457],[75.43541519876474,13.386939295790308],[75.44119865581536,13.382716539043129],[75.44382501806949,13.3839516983161],[75.44783817322323,13.386881270205313],[75.45632836998395,13.388116491523942],[75.4603415469059,13.39105060107869],[75.46882721468167,13.39228574312104],[75.47842769006455,13.40061982607723],[75.50335399790964,13.399322168757788],[75.50493696963822,13.388473185137496],[75.51178168704898,13.386515697684533],[75.51249959771194,13.379167078947988],[75.51249959771194,13.370833026998133],[75.51581719042004,13.371684713924676],[75.51666445984768,13.374997847748073],[75.51780593340462,13.379430130130759],[75.5242538594352,13.374431512461392],[75.5283561964136,13.376005573590287],[75.53001948986554,13.382480208266001],[75.53554429814416,13.383902617238364],[75.54092195270505,13.388067451350128],[75.54387830029125,13.38693480883533],[75.54793167719713,13.383791176335999],[75.57279117501189,13.407767734082906],[75.57721015219191,13.40890037644275],[75.58112076998339,13.411932560741821],[75.58333245963837,13.412498872956393],[75.58389876622704,13.414710596579024],[75.58693099189915,13.418621152410152],[75.58806801602955,13.421582073092463],[75.58389876622704,13.426955286443151],[75.58267253563336,13.440765120454177],[75.57585009837646,13.442517554016744],[75.57415116819351,13.449148185399222],[75.56862184869358,13.450566184971038],[75.56245051812598,13.455712013733061],[75.57443211878608,13.468621070265973],[75.57499837072635,13.470832826380573],[75.57154255682497,13.47172012085629],[75.57026728012873,13.481378599196178],[75.56723506726291,13.485289236776934],[75.56609806022216,13.48971266778408],[75.56306585062903,13.493623278313956],[75.56193325309222,13.504913678610253],[75.56620501031969,13.51042518346291],[75.55890104691777,13.518620990775542],[75.55833473328617,13.525001981469272],[75.55833473328617,13.529166800060512],[75.55501720228439,13.530018483812363],[75.55416544340675,13.533331547704458],[75.5500006557123,13.533331524972441],[75.54886360505623,13.537763935453157],[75.54387830029125,13.533902292245436],[75.54073022696272,13.532765224952536],[75.5313749891769,13.54109930104933],[75.52008458913909,13.54223189899184],[75.51458204334043,13.537968993449846],[75.51054206338955,13.541099336192438],[75.50739399498204,13.542231962789119],[75.49804323744804,13.533902300410682],[75.4958315201413,13.533331581358816],[75.49526523277132,13.518621030406024],[75.49223299932395,13.514710333345958],[75.49045383642844,13.507767567155392],[75.48112094969417,13.508900173723786],[75.47721027672682,13.51193234410632],[75.47499860680597,13.512498664985698],[75.4755693261869,13.493623284838124],[75.47973415190461,13.488245605265824],[75.47860154196097,13.485289178875101],[75.4755693261869,13.481378604968247],[75.47403101872301,13.47539450913708],[75.46887628034436,13.471399105088869],[75.46445728416089,13.470266497973428],[75.459079629179,13.466097239356627],[75.4436243663924,13.467234288613902],[75.43554446926161,13.474431299915851],[75.43112102589909,13.475568330032495],[75.42721038514007,13.478600553477103],[75.42279140981626,13.47973315165222],[75.41816290573664,13.483318270314607],[75.41306618565545,13.477209298719215],[75.41193351833682,13.472790312890814],[75.4089013818411,13.468875234272955],[75.40772857900173,13.434245855391698],[75.40416574226387,13.43333176939258]]]}",0
00140000000000002bbd,0,1132.9,1132.9,0,4121128390,4120027940,4121588720,4120027940,3,453649940100,556521,29.1,413.1,64,47,41,40,52,71,98,102,111,118,100,81,924,909,115,119,108,25,30,18,-99,-99,-95,-58,-29,53,84,68,14,29,-59,-92,12,11,21,23,0.339,40.426,8.269,0,779,664,1180,1037,441,2116,714,10,100,100,105,6636,0,14429311,0,0,2,11,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,704,112,108,98,96,45,1,19,82,5,67,2,1,0,0,13.509581670514011,8,0,0,0,75.58526628105416,94,200,86,34,128,136,173,167,157,114,98,102,112,118,112,117,1535,1478,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.316,79.16,147.377,191.178,1,2,9,70,112,249,627,325,131,167,46,9,1748,1740,0,0,21,19,207,341,0,21.569,124.721,222.096,675.264,883,51,75,103,31,27,44,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,52,36,25,23,31,58,89,100,99,99,91,72,65,66,1,254,219,235,256,266,260,233,220,222,226,232,222,213,213,266,234,219,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[75.55833473328617,13.529166800060512],[75.55833473328617,13.525001981469272],[75.55890104691777,13.518620990775542],[75.56620501031969,13.51042518346291],[75.56193325309222,13.504913678610253],[75.56306585062903,13.493623278313956],[75.56609806022216,13.48971266778408],[75.56723506726291,13.485289236776934],[75.57026728012873,13.481378599196178],[75.57154255682497,13.47172012085629],[75.57499837072635,13.470832826380573],[75.57858351669587,13.471751385670625],[75.58693099189915,13.481124395789386],[75.5884693740372,13.487104062788081],[75.5936240493946,13.491099390309758],[75.5996037581671,13.492633376379699],[75.6035990354497,13.497788049632268],[75.60507507945506,13.503544774995037],[75.61666871557371,13.504164629206374],[75.61666871557371,13.508333827187212],[75.61998183933103,13.509185570601145],[75.62083348411821,13.51249863620434],[75.61666871557371,13.512498603650675],[75.61315935650812,13.513399339524303],[75.61193310343758,13.527209226688111],[75.60358571448688,13.536582218381689],[75.60000055547691,13.537500790001284],[75.59778884975097,13.53693452386288],[75.59387823037376,13.533902319539267],[75.55924882903822,13.53272954809787],[75.55833473328617,13.529166800060512]]]}",0
00140000000000002bd0,0,1141.1,1141.1,0,4121128540,4120027940,4121128390,4120027940,4,453649940200,556540,100.5,100.6,64,48,42,39,51,62,94,99,107,113,97,80,897,897,104,104,105,27,27,13,-99,-99,-95,-62,-28,43,80,61,13,31,-51,-90,0,0,24,24,0.087,8.945,2.025,0,1019,697,1798,1019,3445,3445,714,10,100,100,105,6636,5502631,5502630,0,0,2,33,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,704,97,95,97,95,93,7,81,93,7,81,3,3,0,0,13.52992273744993,8,0,0,0,75.68897746897824,121,100,25,25,124,133,170,165,155,111,95,99,109,115,108,112,1497,1497,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.16,18.16,180.126,180.127,1,1,9,63,111,207,487,286,141,169,52,11,1537,1537,0,0,13,13,336,335,0,23.255,23.255,83.252,83.252,642,273,102,102,29,29,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,54,38,26,23,31,53,84,100,98,98,91,73,64,64,1,253,205,223,244,254,247,220,206,209,213,220,209,200,200,254,221,221,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[75.77083317172509,13.520832660480142],[75.77083317172509,13.533331525799152],[75.76007339679013,13.533688287003315],[75.74409196495509,13.549647395665367],[75.73924045934862,13.550351982825054],[75.72742384636955,13.562146254826352],[75.68750148268605,13.562498505921287],[75.68091097748848,13.562855261255539],[75.67708504021263,13.566649981190341],[75.67325917977386,13.562855289696655],[75.6559087563605,13.562146265822712],[75.65242626135584,13.558686033886568],[75.63924071218152,13.557981435655092],[75.63575808605458,13.554521220150171],[75.62674184999562,13.553812221227618],[75.62325928161793,13.550351961425694],[75.61424298663718,13.549647379502264],[75.61075594768472,13.546187155268317],[75.605908872141,13.545478147335057],[75.60035729914502,13.539957752121373],[75.60000055547691,13.537500790001284],[75.60358571448688,13.536582218381689],[75.61193310343758,13.527209226688111],[75.61315935650812,13.513399339524303],[75.61666871557371,13.512498603650675],[75.62083348411821,13.51249863620434],[75.64409218948302,13.512146378522209],[75.64757470578219,13.508686107138988],[75.66078702135799,13.507977140574754],[75.66631189068818,13.50242557871559],[75.66702088177027,13.493409256155331],[75.67048110283022,13.489926699012925],[75.6708334138922,13.487500955171408],[75.68648034807539,13.488102921233416],[75.69526479967622,13.497788066020883],[75.69673184071168,13.503504642909533],[75.7105417108418,13.504735346821567],[75.71591933375484,13.508900127950369],[75.7355439179803,13.50776754230042],[75.74778855307808,13.496401272084144],[75.76249917351046,13.495834992283156],[75.76249917351046,13.499999758065568],[75.76285143777,13.502425571562284],[75.7663116718435,13.505908087106068],[75.76702070481768,13.510759633890606],[75.77048092705951,13.51424212380914],[75.77083317172509,13.520832660480142]]]}",0
00140000000000002bd1,0,1141.3,1141.3,0,4121128610,4120027940,4121128390,4120027940,3,453649940310,556541,64.6,283.3,65,48,42,40,53,72,96,100,108,116,99,81,920,912,117,125,105,29,32,13,-99,-99,-94,-59,-26,54,84,68,16,31,-54,-91,11,15,15,22,0.22,28.326,5.513,0,872,693,1226,1071,416,1817,714,10,100,99,105,6636,0,8926681,0,0,2,34,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,343,704,97,95,96,94,83,1,69,81,5,67,0,0,0,0,13.470308986485067,9,0,0,0,75.61655825723462,17,300,81,31,126,134,171,165,156,112,96,100,110,117,110,114,1512,1465,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.947,56.683,199.618,199.619,1,2,10,68,115,261,604,326,135,169,51,10,1752,1811,0,0,32,21,279,358,0,24.94,79.897,164.201,369.915,836,197,77,106,28,26,43,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,53,37,26,23,32,60,90,100,99,99,91,73,65,67,1,254,213,230,251,260,254,227,214,216,221,227,217,208,208,260,228,217,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[75.58333245963837,13.412498872956393],[75.5958312883723,13.412498845280169],[75.59923360250453,13.413470892658117],[75.60082993654773,13.424467059252352],[75.61034124135004,13.432716381471192],[75.62003982343607,13.43412549423222],[75.62144883901786,13.443828501683015],[75.62438297192773,13.447841699803744],[75.62592575671293,13.453241682023746],[75.63132577502545,13.45478450435781],[75.63533892232523,13.45771410428166],[75.64166638218178,13.458333953149229],[75.64909975649441,13.458993875742989],[75.6505668192921,13.46471042787656],[75.67026708831187,13.485289219137806],[75.6708334138922,13.487500955171408],[75.67048110283022,13.489926699012925],[75.66702088177027,13.493409256155331],[75.66631189068818,13.50242557871559],[75.66078702135799,13.507977140574754],[75.64757470578219,13.508686107138988],[75.64409218948302,13.512146378522209],[75.62083348411821,13.51249863620434],[75.61998183933103,13.509185570601145],[75.61666871557371,13.508333827187212],[75.61666871557371,13.504164629206374],[75.60507507945506,13.503544774995037],[75.6035990354497,13.497788049632268],[75.5996037581671,13.492633376379699],[75.5936240493946,13.491099390309758],[75.5884693740372,13.487104062788081],[75.58693099189915,13.481124395789386],[75.57858351669587,13.471751385670625],[75.57499837072635,13.470832826380573],[75.57443211878608,13.468621070265973],[75.56245051812598,13.455712013733061],[75.56862184869358,13.450566184971038],[75.57415116819351,13.449148185399222],[75.57585009837646,13.442517554016744],[75.58267253563336,13.440765120454177],[75.58389876622704,13.426955286443151],[75.58806801602955,13.421582073092463],[75.58693099189915,13.418621152410152],[75.58389876622704,13.414710596579024],[75.58333245963837,13.412498872956393]]]}",0
